,Unnamed: 0,individual_wikidata_id,productive_year,decade,individual_name,score,region_name,count_works
24161,323046,Q23011967,1854.0,1850,Andrea Tessier,14,Italy,0.0
24162,323054,Q19958917,1865.0,1860,Theodor Basté,6,Eastern Europe,0.0
24163,323058,Q11925412,1840.0,1840,Henry Gauntlett,46,United Kingdom,0.0
24164,323061,Q43249405,1845.0,1840,Léon Guillard,17,France,0.0
24165,323081,Q3769605,1813.0,1810,Giulio Cordero di San Quintino,30,Italy,0.0
24166,323083,Q4072508,1850.0,1850,Ivan B. Auerbach,11,Eastern Europe,0.0
24167,323088,Q966484,1853.0,1850,Fulvia Bisi,17,Italy,0.0
24168,323104,Q892551,1873.0,1870,Bonifaz Krug,7,Italy,0.0
24169,323108,Q1399335,1857.0,1860,Louis-Nicolas Ménard,44,France,60.0
24170,323153,Q6238469,1815.0,1820,John Hearle Tremayne,9,United Kingdom,0.0
24171,323157,Q21969504,1819.0,1820,Eugène Chaîne,11,France,0.0
24172,323161,Q21969504,1854.0,1850,Eugène Chaîne,11,France,0.0
24173,323175,Q48855233,1874.0,1870,Jerzy Klus,8,Eastern Europe,0.0
24174,323178,Q21193137,1843.0,1840,Jeronimo de Vries,9,Low countries,0.0
24175,323183,Q18671616,1851.0,1850,James Gylby Lonsdale,15,United Kingdom,0.0
24176,323187,Q817438,1852.0,1850,"Sir Benjamin Collins Brodie, 2nd Baronet",26,United Kingdom,0.0
24177,323195,Q15727326,1857.0,1860,Tarquinio Gentili di Rovellone,7,Italy,0.0
24178,323207,Q52672844,1810.0,1810,Elisabetta Gafforini,5,Italy,0.0
24179,323214,Q21511956,1873.0,1870,Oscar de Poli,24,France,0.0
24180,323236,Q4103102,1853.0,1850,Alexander Petrovich Walter,5,Eastern Europe,0.0
24181,323255,Q43376550,1870.0,1870,Henry Charles Baskerville Tanner,9,United Kingdom,0.0
24182,323259,Q55021253,1830.0,1830,Gaspare Brugnatelli,15,Italy,0.0
24183,323261,Q12028194,1855.0,1860,Karel Ferdinand Bellmann,11,Eastern Europe,0.0
24184,323271,Q1383731,1853.0,1850,Henri Le Secq,52,France,2.0
24185,323272,Q15720255,1812.0,1810,Yakov Galinkovsky,6,Eastern Europe,1.0
24186,323278,Q18576828,1848.0,1850,Philip Howard Frere,12,United Kingdom,0.0
24187,323292,Q21980988,1873.0,1870,Ferdinand Lippich,11,Eastern Europe,0.0
24188,323294,Q4065977,1829.0,1830,Franciszek Andriolli,1,Eastern Europe,0.0
24189,323304,Q528373,1841.0,1840,Paul Lauters,30,Low countries,14.0
24190,323315,Q29033775,1849.0,1850,Jean Charles Geslin,12,France,4.0
24191,323322,Q3107252,1806.0,1810,Giovanni Maria Dezan,2,Italy,0.0
24192,323363,Q20031973,1822.0,1820,Johanna Constantia Cleve,8,Low countries,0.0
24193,323379,Q4003057,1842.0,1840,Ulisse Cambi,22,Italy,1.0
24194,323382,Q20202265,1852.0,1850,Léon Kreutzer,20,France,0.0
24195,323428,Q3022179,1832.0,1830,Democrito Gandolfi,11,Italy,4.0
24196,323440,Q3953786,1867.0,1870,Sebastiano Rivolta,16,Italy,0.0
24197,323470,Q3619422,1857.0,1860,Antonio Cipolla,23,Italy,0.0
24198,323472,Q6960129,1872.0,1870,Yitzchak Taubes,4,Eastern Europe,0.0
24199,323476,Q3071883,1846.0,1850,Filippo Colini,6,Italy,0.0
24200,323492,Q21857116,1859.0,1860,Alfred Bourgeois,10,France,0.0
24201,323496,Q6133739,1839.0,1840,James Fahey,20,United Kingdom,7.0
24202,323530,Q41688714,1858.0,1860,Franciscus Antonius de Haan,6,Low countries,0.0
24203,323565,Q2638090,1836.0,1840,Albert Hayn,8,Eastern Europe,0.0
24204,323573,Q704868,1860.0,1860,George Inness,82,United Kingdom,263.0
24205,323578,Q4234335,1853.0,1850,Alexander Korsun,2,Eastern Europe,0.0
24206,323629,Q15615855,1828.0,1830,Henry Baines,6,United Kingdom,0.0
24207,323645,Q7192815,1837.0,1840,Pieter Otto van der Chijs,17,Low countries,0.0
24208,323654,Q51852684,1856.0,1860,Emile Périer,20,France,0.0
24209,323658,Q2871181,1811.0,1810,Auguste Famin,27,France,1.0
24210,323683,Q110987337,1872.0,1870,Ernest Létang,2,France,0.0
24211,323686,Q6173153,1856.0,1860,Ángel Fernández de los Ríos,25,France,3.0
24212,323695,Q530319,1861.0,1860,Marie Carandini,12,United Kingdom,0.0
24213,323702,Q5081270,1814.0,1810,Charles Norris,17,United Kingdom,27.0
24214,323706,Q3588298,1830.0,1830,Émile-Théophile Blanchard,15,France,0.0
24215,323710,Q472242,1852.0,1850,Alfred Des Cloizeaux,29,France,4.0
24216,323727,Q63975545,1860.0,1860,Vitantonio Pizzolante,2,Italy,0.0
24217,323734,Q94842442,1862.0,1860,Karl Deichmann,4,United Kingdom,0.0
24218,323776,Q56705,1839.0,1840,Aleksander Chodźko,52,France,1.0
24219,323783,Q22976033,1857.0,1860,Louis Heuzé,8,France,0.0
24220,323807,Q18278172,1837.0,1840,Antoine Alphonse Montfort,23,France,10.0
24221,323817,Q1129664,1863.0,1860,Jakab Lewin,9,Eastern Europe,0.0
24222,323829,Q97515837,1819.0,1820,Francisque Noël,5,France,0.0
24223,323846,Q107379901,1830.0,1830,Bastian Svendsen,5,Nordic countries,0.0
24224,323851,Q26248384,1860.0,1860,Edwin Roffe,4,United Kingdom,0.0
24225,323860,Q62976146,1841.0,1840,Gabriel Gauny,13,France,0.0
24226,323865,Q4128441,1843.0,1840,Ioannis Vouros,10,Eastern Europe,0.0
24227,323878,Q543640,1863.0,1860,Édouard Martin,26,France,2.0
24228,323889,Q3611136,1860.0,1860,Alfonso Balzico,20,Italy,1.0
24229,323905,Q108805704,1861.0,1860,Bernardin,1,France,0.0
24230,323925,Q57499598,1854.0,1850,William North,3,United Kingdom,0.0
24231,323956,Q21453085,1814.0,1810,Henry Cave,20,United Kingdom,1.0
24232,323975,Q5499058,1817.0,1820,Frederick William Campbell,3,United Kingdom,0.0
24233,323980,Q4230595,1869.0,1870,Gennady Kondratyev,2,Eastern Europe,0.0
24234,323999,Q4518000,1858.0,1860,Fedor Petrovich Chumakov,13,France,3.0
24235,324022,Q51553183,1845.0,1840,Hippolyte de Boug d'Orschwiller,14,France,0.0
24236,324025,Q4585213,1873.0,1870,Olaf Skavlan,16,Nordic countries,0.0
24237,324042,Q18672993,1866.0,1870,Woolmore Wigram,5,United Kingdom,0.0
24238,324071,Q111747679,1874.0,1870,Alex Linsbauer,4,Eastern Europe,0.0
24239,324074,Q55713051,1871.0,1870,Achille Montuoro,5,Italy,0.0
24240,324088,Q18672765,1850.0,1850,William Pettit Griffith,11,United Kingdom,0.0
24241,324089,Q4149235,1872.0,1870,Aleksandr Grigoryev,4,Eastern Europe,0.0
24242,324093,Q60267786,1860.0,1860,Johannes Cornelis Poleij,1,Low countries,0.0
24243,324109,Q3165286,1817.0,1820,Jean-César-Marie-Alexandre Chaudruc de Crazannes,19,France,0.0
24244,324125,Q53499407,1828.0,1830,Marie-Gabrielle Coignet,7,France,0.0
24245,324129,Q976400,1843.0,1840,Macgregor Laird,23,United Kingdom,0.0
24246,324136,Q101548348,1852.0,1850,Jean Henry Guillaume Boissevain,9,Low countries,0.0
24247,324159,Q97065747,1874.0,1870,Agostino Bartolini,23,Italy,0.0
24248,324161,Q58338518,1872.0,1870,Aleksandr Andreevich Verigo,8,Eastern Europe,0.0
24249,324169,Q17285213,1836.0,1840,Alberto Orsi,2,Italy,0.0
24250,324182,Q106698195,1841.0,1840,Cesare Gibelli,4,Italy,0.0
24251,324215,Q7411556,1862.0,1860,Samuel Gurney Cresswell,18,United Kingdom,0.0
24252,324227,Q3769995,1853.0,1850,Giuseppe Antonio Ottavi,15,Italy,0.0
24253,324231,Q71300121,1837.0,1840,Niccolò Bazzanti,10,Italy,0.0
24254,324232,Q4070040,1867.0,1870,Flegont Arsenyev,5,Eastern Europe,0.0
24255,324237,Q17479280,1822.0,1820,Robert William Keith,5,United Kingdom,0.0
24256,324255,Q17428863,1833.0,1830,Charles Marcellis,2,Low countries,0.0
24257,324257,Q570845,1807.0,1810,"Joseph Francis, 7th Prince of Lobkowicz",20,Eastern Europe,0.0
24258,324262,Q27929178,1867.0,1870,Robert Collin,1,Low countries,0.0
24259,324274,Q21530804,1817.0,1820,Jean-Baptiste Germain,6,France,0.0
24260,324294,Q96558,1808.0,1810,François-René Gebauer,39,France,0.0
24261,324302,Q28546884,1807.0,1810,Ettore Romagnoli,21,Italy,0.0
24262,324317,Q1200639,1822.0,1820,Henry Bishop,73,United Kingdom,0.0
24263,324361,Q4284176,1859.0,1860,Abramo Bartolommeo Massalongo,37,Italy,4.0
24264,324379,Q2835083,1862.0,1860,Alfred Ducat,7,France,0.0
24265,324387,Q12081347,1868.0,1870,Omelian Bachynskyi,1,Eastern Europe,0.0
24266,324391,Q98545659,1854.0,1850,Gustafva Lamm,1,Nordic countries,0.0
24267,324408,Q3339944,1843.0,1840,Nicolas-Amand Buvignier,8,France,0.0
24268,324410,Q16574157,1853.0,1850,Maksymilian Cercha,13,Eastern Europe,1.0
24269,324428,Q21464644,1847.0,1850,Joseph Le Roy,9,Low countries,0.0
24270,324450,Q56451123,1830.0,1830,Louis Firmin Hervé Bouchitte,17,France,0.0
24271,324458,Q18559858,1806.0,1810,Robert Dawson,1,United Kingdom,0.0
24272,324462,Q4722824,1869.0,1870,Alfred Henry Burton,21,United Kingdom,0.0
24273,324463,Q4177404,1847.0,1850,Kondraty Efimovich,1,Eastern Europe,0.0
24274,324468,Q19282368,1832.0,1830,Raffaele Fidanza,22,Italy,0.0
24275,324488,Q472123,1845.0,1840,Stanko Vraz,37,Eastern Europe,0.0
24276,324504,Q65589235,1864.0,1860,Nicolaas Hubertus Henket,8,Low countries,0.0
24277,324529,Q584388,1836.0,1840,Luigi Carrer,36,Italy,0.0
24278,324540,Q3766020,1810.0,1810,Giosuè Sangiovanni,10,Italy,0.0
24279,324559,Q16853493,1808.0,1810,Pieter Fontijn,16,Low countries,21.0
24280,324562,Q779358,1833.0,1830,József Aszalay,7,Eastern Europe,0.0
24281,324566,Q16025779,1862.0,1860,Alfred Giraud,7,France,1.0
24282,324573,Q2297852,1854.0,1850,Jacob Gijsbert de Hoop Scheffer,19,Low countries,0.0
24283,324582,Q21558881,1832.0,1830,Charles Robelin,4,France,1.0
24284,324590,Q96776943,1855.0,1860,Robert Clapham Barstow,1,United Kingdom,0.0
24285,324597,Q16159655,1810.0,1810,Lorenz Peter Bagge,5,Nordic countries,0.0
24286,324621,Q7172892,1839.0,1840,Peter Borthwick,18,United Kingdom,0.0
24287,324633,Q16692172,1831.0,1830,William Richardson,2,United Kingdom,0.0
24288,324655,Q2821500,1849.0,1850,Abel Desjardins,20,France,0.0
24289,324663,Q64685601,1858.0,1860,Alfred Whaley Cole,14,United Kingdom,0.0
24290,324712,Q44010765,1848.0,1850,Sigrid Snoilsky,4,Nordic countries,0.0
24291,324721,Q3270995,1860.0,1860,Léon Ginain,17,France,0.0
24292,324748,Q18214858,1872.0,1870,Emmanuel Guillaume-Rey,24,France,0.0
24293,324762,Q69437450,1871.0,1870,Michele da Carbonara,18,Italy,0.0
24294,324781,Q21288430,1868.0,1870,Alfred Mudge,5,United Kingdom,0.0
24295,324785,Q16440108,1852.0,1850,Jean-Pierre Schmit,7,Low countries,0.0
24296,324788,Q75832401,1816.0,1820,Johann Heinrich Stöver,2,Low countries,0.0
24297,324803,Q3762050,1821.0,1820,Giacomo Cordella,28,Italy,0.0
24298,324810,Q102076087,1856.0,1860,Egisto Vignozzi,1,Italy,0.0
24299,324842,Q55418228,1864.0,1860,Charles Maillet du Boullay,4,France,0.0
24300,324845,Q52154761,1846.0,1850,Jean Antoine Cubisole,10,France,0.0
24301,324858,Q64685700,1870.0,1870,Robert Forrest,6,United Kingdom,0.0
24302,324870,Q110082412,1837.0,1840,Pierre Rousseau,2,Low countries,0.0
24303,324927,Q80255,1850.0,1850,Tivadar Zerich,7,Eastern Europe,0.0
24304,324932,Q21464942,1873.0,1870,William Freeman,2,United Kingdom,0.0
24305,324952,Q12899201,1830.0,1830,Charles Edward Sowerby,11,United Kingdom,0.0
24306,324961,Q5719708,1871.0,1870,Henry Collett,12,United Kingdom,2.0
24307,324982,Q18814595,1851.0,1850,Placido Tardy,15,Italy,0.0
24308,324997,Q60821682,1856.0,1860,"Schreyer, Adalbert d. Ä.",9,Eastern Europe,0.0
24309,325019,Q903529,1849.0,1850,Raffaele Piria,33,Italy,10.0
24310,325025,Q2640364,1831.0,1830,Nikolai Turczaninov,18,Eastern Europe,0.0
24311,325030,Q18528679,1851.0,1850,Louis Chamerovzow,3,United Kingdom,0.0
24312,325036,Q520060,1842.0,1840,Ira Aldridge,50,Eastern Europe,0.0
24313,325054,Q5830716,1826.0,1830,Emeric Essex Vidal,37,United Kingdom,2.0
24314,325117,Q29574935,1855.0,1860,Johan Hendrik Koelman,8,Italy,1.0
24315,325129,Q30066793,1860.0,1860,József Knopp,7,Eastern Europe,0.0
24316,325133,Q7791986,1815.0,1820,Thomas Lyde Hornbrook,20,United Kingdom,8.0
24317,325141,Q105770418,1867.0,1870,Giulio Gabrielli,10,Italy,0.0
24318,325144,Q444663,1838.0,1840,Lockroy,34,France,0.0
24319,325167,Q2166424,1864.0,1860,Polydore Beaufaux,12,Low countries,2.0
24320,325171,Q1651729,1855.0,1860,"Frances Jocelyn, Viscountess Jocelyn",15,United Kingdom,1.0
24321,325187,Q16866862,1874.0,1870,Francis Drummond,2,United Kingdom,0.0
24322,325201,Q3379624,1838.0,1840,Philippe Comairas,13,France,1.0
24323,325220,Q2624809,1833.0,1830,Jacob Badon Ghijben,8,Low countries,0.0
24324,325225,Q205490,1874.0,1870,George Mary Searle,10,United Kingdom,0.0
24325,325242,Q110081969,1869.0,1870,Johanna Helena Buyskes,2,Low countries,0.0
24326,325255,Q5729197,1871.0,1870,Jean Christian Ferslew,5,Low countries,0.0
24327,325281,Q105486773,1837.0,1840,Alphonse Alexandre Houzelot,4,France,0.0
24328,325285,Q1879422,1851.0,1850,Léon Gaucherel,48,France,6.0
24329,325312,Q2289179,1858.0,1860,William Spark,23,United Kingdom,0.0
24330,325353,Q22002332,1851.0,1850,Alexander F. Loemans,12,Low countries,2.0
24331,325360,Q12022771,1863.0,1860,Jan Ladislav Mašek,11,Eastern Europe,1.0
24332,325364,Q62061697,1850.0,1850,Léon-Joseph Billotte,13,France,1.0
24333,325391,Q21462353,1823.0,1820,Charles Allingham,6,United Kingdom,1.0
24334,325408,Q11884328,1841.0,1840,Niels Kjærbølling,15,Nordic countries,1.0
24335,325440,Q19210591,1816.0,1820,Heinrich Grünig,12,Eastern Europe,1.0
24336,325447,Q19976227,1855.0,1860,Adolf Julius Berg,8,Nordic countries,1.0
24337,325449,Q1405172,1842.0,1840,Ferdinand Clemens,5,Eastern Europe,0.0
24338,325454,Q8007155,1853.0,1850,Cotton Oswell,14,United Kingdom,0.0
24339,325466,Q5784431,1815.0,1820,Constant Delaperche,6,France,0.0
24340,325473,Q50391366,1864.0,1860,Hippolyte Mailly,11,France,2.0
24341,325479,Q52427704,1868.0,1870,Élie Rossignol,7,France,0.0
24342,325490,Q262637,1847.0,1850,Samo Chalupka,31,Eastern Europe,3.0
24343,325495,Q7790152,1871.0,1870,Thomas Graves Law,24,United Kingdom,16.0
24344,325519,Q28843669,1818.0,1820,Vincenzo Raffaelli,6,Italy,0.0
24345,325541,Q438932,1813.0,1810,Lewis Weston Dillwyn,35,United Kingdom,6.0
24346,325545,Q21005930,1830.0,1830,Victor Duval,5,France,3.0
24347,325574,Q61093234,1840.0,1840,Giovanni Battista Sertorio,6,Italy,0.0
24348,325585,Q3557268,1841.0,1840,Victor Doublet,11,France,0.0
24349,325603,Q337430,1868.0,1870,Henry Enfield Roscoe,60,United Kingdom,1.0
24350,325622,Q52222598,1872.0,1870,Anton Kraus,11,Italy,2.0
24351,325631,Q16031228,1861.0,1860,Carlo Jotti,11,Italy,0.0
24352,325639,Q28822794,1846.0,1850,François Ravaisson-Mollien,12,France,0.0
24353,325648,Q60332432,1828.0,1830,Jožef Rudež,7,Eastern Europe,0.0
24354,325654,Q5810515,1813.0,1810,Niels Johannes Holm,9,Nordic countries,0.0
24355,325672,Q42392800,1836.0,1840,Antoni Jósef Szabrański,8,Eastern Europe,0.0
24356,325695,Q12203129,1862.0,1860,Viktor Otan Kalinovsky,3,Eastern Europe,0.0
24357,325718,Q60235004,1853.0,1850,Pieter Lodewijk Kramer,1,Low countries,0.0
24358,325739,Q957519,1853.0,1850,John Ball,48,United Kingdom,5.0
24359,325756,Q18670876,1865.0,1860,Charles James Lewis,16,United Kingdom,9.0
24360,325757,Q4526596,1870.0,1870,Ivan Nikolaevich Schröder,5,Eastern Europe,2.0
24361,325760,Q1295893,1820.0,1820,Pál Szemere,11,Eastern Europe,0.0
24362,325761,Q19915520,1837.0,1840,Johann Wilhelm Alexander Nothbeck,2,Eastern Europe,1.0
24363,325800,Q15456420,1869.0,1870,Ludwig Korodi,6,Eastern Europe,0.0
24364,325817,Q99669534,1852.0,1850,William Costen Aitken,6,United Kingdom,0.0
24365,325835,Q665818,1864.0,1860,Jean-Jacques Henner,74,France,194.0
24366,325851,Q110111914,1862.0,1860,John Henry Greatrex,4,United Kingdom,0.0
24367,325871,Q16454015,1843.0,1840,Julius Gruževskis,10,France,0.0
24368,325900,Q95220687,1853.0,1850,Ľudovít Samuel Orfanides,4,Eastern Europe,0.0
24369,325915,Q6180075,1873.0,1870,Jenő Hunyady,13,Eastern Europe,0.0
24370,325925,Q14644051,1849.0,1850,Pavlos Kalligas,27,Eastern Europe,0.0
24371,325934,Q15693893,1815.0,1820,John Sargent,20,United Kingdom,0.0
24372,325941,Q5570937,1843.0,1840,Lars Jesper Benzelstierna,11,Nordic countries,1.0
24373,325945,Q42623494,1873.0,1870,P.W. Roemer,5,Low countries,0.0
24374,325950,Q3047998,1872.0,1870,Edmond Thiaudière,16,France,0.0
24375,325958,Q21029103,1873.0,1870,Arthur-Marie-Gabriel du Passage,11,France,0.0
24376,325964,Q22078359,1856.0,1860,František Janák,4,Eastern Europe,0.0
24377,325982,Q16049898,1866.0,1870,Anatole Boucherie,15,France,0.0
24378,325990,Q3100584,1873.0,1870,August Vandekerkhove,7,France,1.0
24379,326019,Q110994306,1860.0,1860,Euphemia Esterhazy-Forchtenstein,2,Eastern Europe,0.0
24380,326024,Q2067613,1824.0,1820,Auguste Couder,38,France,28.0
24381,326040,Q62072737,1863.0,1860,Francesco Petrocini,9,Italy,0.0
24382,326047,Q29418881,1811.0,1810,Johan Fredrik Ahlstedt,9,Nordic countries,0.0
24383,326075,Q3292206,1808.0,1810,Marie-Philippe Coupin de La Couperie,23,France,6.0
24384,326090,Q2824842,1860.0,1860,Adolphe Jaime,25,France,0.0
24385,326110,Q5724865,1865.0,1860,Henry Leslie,8,United Kingdom,0.0
24386,326126,Q11171342,1870.0,1870,Čeněk Vinař,6,Eastern Europe,0.0
24387,326130,Q15969955,1850.0,1850,Ange Louis Janet,39,France,2.0
24388,326139,Q105816290,1842.0,1840,Jean Felix Rousseau,4,Low countries,0.0
24389,326141,Q3557474,1859.0,1860,Ioannis Karasoutsas,7,Eastern Europe,0.0
24390,326150,Q17265882,1871.0,1870,Jules Renaudot,12,France,0.0
24391,326172,Q96440169,1865.0,1860,Carlo Boni,11,Italy,0.0
24392,326173,Q3920365,1850.0,1850,Kossovïç Kaétan Andreyevïç,21,Eastern Europe,0.0
24393,326202,Q1225959,1846.0,1850,Dimitrios Demeter,28,Eastern Europe,0.0
24394,326228,Q1911602,1869.0,1870,Maurizio Conti,1,Italy,0.0
24395,326232,Q908116,1836.0,1840,William Hallowes Miller,25,United Kingdom,2.0
24396,326252,Q2831493,1871.0,1870,Albert Regnard,16,France,0.0
24397,326263,Q3568746,1806.0,1810,William John Thomson,16,United Kingdom,7.0
24398,326287,Q21612240,1872.0,1870,(Jean Pierre) Adrien Warion,8,France,0.0
24399,326290,Q21506281,1852.0,1850,Rutger Bondam,4,Low countries,0.0
24400,326295,Q3260970,1874.0,1870,Louis Adan,31,France,3.0
24401,326302,Q12654642,1840.0,1840,Fridrichas Bekeris,6,Eastern Europe,0.0
24402,326318,Q16725693,1871.0,1870,Victor-Gustave-Edmond Cousin,8,France,0.0
24403,326331,Q3659586,1858.0,1860,Carlo Mariani,11,Italy,0.0
24404,326355,Q3166942,1825.0,1820,Jean-Louis Prevost,22,France,0.0
24405,326363,Q98593544,1830.0,1830,Ambroise Bétourné,21,France,0.0
24406,326383,Q1064108,1833.0,1830,Charles Dezobry,32,France,1.0
24407,326408,Q326930,1850.0,1850,Ludwig A. Colding,16,Nordic countries,0.0
24408,326410,Q4153108,1858.0,1860,Ivan Hushalevych,9,Eastern Europe,0.0
24409,326414,Q60266172,1861.0,1860,Abraham Huisman,2,Low countries,0.0
24410,326433,Q17086529,1830.0,1830,Pietro Pettoletti,7,Italy,0.0
24411,326440,Q18197609,1871.0,1870,Joseph Guyot,8,France,1.0
24412,326480,Q563624,1840.0,1840,Modest Ivanovitch Bogdanovich,20,Eastern Europe,0.0
24413,326502,Q41271868,1842.0,1840,Jean Charles Grootendorst,2,Low countries,1.0
24414,326507,Q56966034,1813.0,1810,Sarah Lansdell,10,United Kingdom,0.0
24415,326511,Q63558765,1850.0,1850,Pyotr Stavasser,4,Italy,0.0
24416,326517,Q17425329,1861.0,1860,Adele Elise Allram,9,Eastern Europe,0.0
24417,326529,Q7787900,1848.0,1850,Thomas Briscoe,7,United Kingdom,0.0
24418,326564,Q16657848,1819.0,1820,Giovanni Boccomini,3,Italy,0.0
24419,326572,Q15120198,1873.0,1870,Luigi Monti,3,Italy,0.0
24420,326577,Q37147260,1868.0,1870,Thomas Phipson,16,United Kingdom,2.0
24421,326602,Q4081464,1860.0,1860,James Backhouse,13,United Kingdom,5.0
24422,326608,Q368976,1834.0,1830,René Caillié,57,France,6.0
24423,326628,Q16945230,1845.0,1840,Emilio Frullani,12,Italy,0.0
24424,326635,Q3085997,1856.0,1860,François Vernay,22,France,2.0
24425,326664,Q110017707,1838.0,1840,Hyacinthe Jean Régnier,4,France,0.0
24426,326671,Q16594797,1864.0,1860,Lotten von Feilitzen,7,Nordic countries,0.0
24427,326704,Q3839344,1819.0,1820,Luigi Blanch,29,Italy,0.0
24428,326721,Q6701642,1861.0,1860,Luka Svetec,12,Eastern Europe,0.0
24429,326736,Q26690125,1846.0,1850,Edmond Chambert,8,France,2.0
24430,326749,Q2098846,1868.0,1870,François Folie,21,Low countries,0.0
24431,326759,Q21542644,1833.0,1830,Luigi Serra,11,Italy,0.0
24432,326770,Q60831732,1862.0,1860,"BARDACH, JUDAH (JULIUS)",9,Eastern Europe,0.0
24433,326778,Q106696328,1871.0,1870,Francesco Peluso,16,Italy,0.0
24434,326798,Q5236326,1814.0,1810,David Landsborough,21,United Kingdom,2.0
24435,326801,Q25459012,1869.0,1870,Kosta Alkovic,1,Eastern Europe,0.0
24436,326834,Q27986543,1866.0,1870,Karl Anton Schulz,11,Eastern Europe,0.0
24437,326839,Q4384886,1872.0,1870,Nil Pushchin,2,Eastern Europe,0.0
24438,326842,Q95435100,1858.0,1860,František Heyduk,3,Eastern Europe,0.0
24439,326861,Q7793135,1826.0,1830,Thomas Pettigrew,37,United Kingdom,54.0
24440,326869,Q5082486,1836.0,1840,Charles Shepherd,11,United Kingdom,0.0
24441,326883,Q55680521,1817.0,1820,Friedrich Kahlow,7,Eastern Europe,0.0
24442,326891,Q8017443,1837.0,1840,William Rees,20,United Kingdom,20.0
24443,326895,Q98920199,1827.0,1830,Luigi Santini,4,Italy,0.0
24444,326923,Q1528147,1809.0,1810,Giuseppe Barbieri,31,Italy,0.0
24445,326949,Q60734864,1860.0,1860,Janez Gogala,3,Eastern Europe,0.0
24446,326952,Q16026689,1826.0,1830,Irénée François David,8,France,0.0
24447,326957,Q16859168,1824.0,1820,Francesco Tortoli,5,Italy,0.0
24448,326978,Q76821,1847.0,1850,George Grey,53,United Kingdom,1.0
24449,326980,Q12028598,1854.0,1850,Karel Vrátný,5,Eastern Europe,0.0
24450,326982,Q1712524,1851.0,1850,Julius Brill,9,Eastern Europe,0.0
24451,326989,Q110017431,1864.0,1860,Antoine Zoegger,5,France,0.0
24452,326993,Q3184821,1854.0,1850,Joseph Dejardin,9,Low countries,0.0
24453,326996,Q19966987,1850.0,1850,Amédée Artus,14,France,0.0
24454,327017,Q97706967,1841.0,1840,Clotilde Gérard-Juillerat,5,France,0.0
24455,327021,Q6224541,1818.0,1820,Carl Viborg,11,Nordic countries,0.0
24456,327027,Q2110471,1842.0,1840,Augustus Mongredien,18,United Kingdom,0.0
24457,327035,Q61354618,1815.0,1820,Robert Noyes,4,United Kingdom,0.0
24458,327051,Q948618,1869.0,1870,Henry Haversham Godwin-Austen,31,United Kingdom,7.0
24459,327062,Q94123312,1872.0,1870,Claude Albert Gérard,2,France,0.0
24460,327078,Q3523665,1874.0,1870,Theodor Josef Hubert Hoffbauer,28,France,3.0
24461,327083,Q1337538,1866.0,1870,Emilio Teza,41,Italy,0.0
24462,327092,Q33186007,1853.0,1850,Marguerite Chevron,1,France,0.0
24463,327103,Q74594596,1848.0,1850,Joseph Wessely,10,Eastern Europe,0.0
24464,327109,Q8004384,1840.0,1840,William Allport Leighton,24,United Kingdom,3.0
24465,327117,Q3181539,1817.0,1820,John Freeman Milward Dovaston,19,United Kingdom,0.0
24466,327140,Q16355403,1857.0,1860,Dāvids Cimze,5,Eastern Europe,0.0
24467,327148,Q541594,1852.0,1850,John Prichard,17,United Kingdom,0.0
24468,327164,Q3188692,1850.0,1850,Jules Joseph Ray,6,France,0.0
24469,327171,Q21454237,1866.0,1870,Hippolyte Masson,8,France,0.0
24470,327181,Q6255370,1833.0,1830,Joachim Åkerman,10,Nordic countries,0.0
24471,327208,Q3022666,1826.0,1830,Denis Désiré Riocreux,17,France,0.0
24472,327211,Q1115860,1847.0,1850,Gustaf Mankell,20,Nordic countries,0.0
24473,327214,Q793298,1825.0,1820,Beregszászi Nagy Pál,5,Eastern Europe,0.0
24474,327225,Q904665,1872.0,1870,Roberto Duarte Silva,7,France,0.0
24475,327234,Q3770187,1843.0,1840,Giuseppe Buzzi Leone,3,Italy,0.0
24476,327242,Q2657218,1872.0,1870,Victor Fontaine,15,Low countries,1.0
24477,327250,Q37035187,1852.0,1850,Théodore Bernard de Heuvel,9,Low countries,1.0
24478,327256,Q12059349,1854.0,1850,Tomáš Václav Bílek,18,Eastern Europe,0.0
24479,327259,Q669193,1853.0,1850,Carl Albert Edelfelt,13,Nordic countries,0.0
24480,327270,Q27927630,1866.0,1870,Thomas Buzzard,10,United Kingdom,0.0
24481,327307,Q74622228,1812.0,1810,Johann Hermann Gerhard Wolters,5,Low countries,0.0
24482,327314,Q16062467,1867.0,1870,Keeley Halswelle,30,France,13.0
24483,327322,Q106020012,1873.0,1870,Caroline Amalie Meldahl,2,Italy,0.0
24484,327333,Q2965085,1822.0,1820,Jean-Louis Van Geel,12,Low countries,6.0
24485,327346,Q26198068,1871.0,1870,Selma Schaeffer,3,Eastern Europe,0.0
24486,327374,Q3619308,1848.0,1850,Antonio Brilla,15,Italy,1.0
24487,327408,Q64358598,1869.0,1870,Ivan Aleksandrovich Merz,1,Italy,0.0
24488,327416,Q46998676,1854.0,1850,Josephine Fesser Borrhée,12,France,1.0
24489,327419,Q73408488,1828.0,1830,Johannes Adrianus Bouwmeester,4,Low countries,0.0
24490,327472,Q3386392,1872.0,1870,Pierre Méjanel,1,France,0.0
24491,327475,Q4991042,1821.0,1820,Helena Charlotta Åkerhielm,5,Nordic countries,0.0
